Emotions,Path
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-04-02-01-02-28.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-05-01-03-03-28.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-05-01-03-01-28.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-04-02-03-03-28.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-05-01-01-02-28.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-05-01-02-01-28.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-05-01-02-02-28.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-05-01-02-03-28.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-04-02-01-03-28.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 28/03-01-05-01-01-01-28.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-01-01-02-01-10.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-01-01-01-01-10.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-01-01-01-03-10.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-01-01-02-03-10.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-01-01-02-02-10.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-01-01-01-02-10.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-05-01-01-01-10.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-05-01-02-03-10.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-04-02-02-02-10.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-02-01-02-03-10.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-03-02-01-02-10.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-04-02-01-03-10.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-05-01-02-02-10.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-03-02-02-02-10.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-02-01-02-01-10.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-02-01-01-01-10.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-02-01-02-02-10.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-05-01-01-03-10.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-02-01-03-02-10.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-04-02-03-03-10.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-03-02-01-01-10.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-05-01-02-01-10.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-02-01-03-03-10.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-04-02-03-02-10.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-04-02-01-02-10.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-02-01-01-02-10.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-02-01-01-03-10.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-04-02-01-01-10.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-03-02-03-01-10.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-04-02-02-01-10.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-02-01-03-01-10.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-05-01-03-01-10.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-03-02-02-01-10.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-04-02-03-01-10.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-01-01-03-03-10.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-03-02-02-03-10.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-03-02-01-03-10.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-04-02-02-03-10.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-01-01-03-01-10.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-01-01-03-02-10.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-03-02-03-03-10.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-03-02-03-02-10.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-05-01-01-02-10.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-05-01-03-03-10.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 10/03-01-05-01-03-02-10.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-01-01-01-01-21.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-03-02-03-03-21.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-04-02-03-03-21.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-02-01-02-03-21.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-02-01-02-02-21.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-05-01-01-03-21.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-03-02-02-02-21.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-04-02-03-02-21.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-02-01-03-02-21.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-05-01-02-01-21.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-02-01-01-01-21.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-03-02-01-02-21.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-04-02-01-02-21.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-01-01-01-02-21.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-03-02-02-03-21.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-01-01-02-03-21.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-04-02-02-02-21.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-05-01-02-02-21.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-03-02-01-03-21.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-03-02-02-01-21.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-01-01-02-02-21.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-02-01-03-03-21.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-01-01-03-03-21.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-04-02-02-03-21.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-02-01-02-01-21.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-01-01-03-02-21.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-02-01-01-03-21.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-03-02-03-01-21.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-04-02-03-01-21.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-03-02-03-02-21.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-02-01-01-02-21.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-01-01-02-01-21.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-04-02-02-01-21.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-05-01-01-01-21.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-05-01-02-03-21.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-05-01-01-02-21.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-04-02-01-03-21.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-01-01-01-03-21.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-03-02-01-01-21.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-01-01-03-01-21.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-02-01-03-01-21.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-04-02-01-01-21.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-05-01-03-01-21.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-05-01-03-03-21.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 21/03-01-05-01-03-02-21.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-01-01-03-01-02.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-01-01-01-03-02.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-01-01-03-02-02.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-01-01-02-03-02.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-01-01-03-03-02.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-01-01-01-01-02.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-01-01-02-01-02.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-01-01-02-02-02.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-01-01-01-02-02.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-03-02-02-01-02.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-04-02-03-01-02.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-04-02-02-03-02.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-03-02-01-02-02.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-04-02-01-01-02.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-03-02-01-03-02.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-03-02-03-01-02.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-03-02-02-03-02.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-02-01-01-02-02.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-05-01-01-02-02.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-02-01-01-01-02.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-04-02-03-02-02.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-05-01-03-02-02.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-04-02-01-02-02.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-05-01-01-03-02.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-02-01-02-03-02.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-03-02-02-02-02.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-03-02-03-02-02.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-05-01-01-01-02.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-02-01-03-02-02.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-02-01-02-02-02.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-02-01-01-03-02.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-04-02-03-03-02.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-04-02-01-03-02.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-05-01-02-02-02.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-05-01-03-01-02.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-02-01-02-01-02.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-03-02-03-03-02.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-05-01-02-03-02.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-04-02-02-01-02.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-05-01-02-01-02.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-04-02-02-02-02.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-05-01-03-03-02.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-02-01-03-01-02.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-02-01-03-03-02.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 02/03-01-03-02-01-01-02.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-02-01-01-03-04.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-03-02-01-01-04.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-02-01-03-01-04.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-03-02-02-02-04.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-03-02-03-02-04.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-03-02-03-03-04.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-04-02-01-02-04.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-03-02-02-03-04.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-01-01-03-01-04.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-02-01-03-03-04.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-02-01-02-01-04.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-03-02-03-01-04.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-03-02-02-01-04.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-01-01-02-03-04.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-02-01-01-01-04.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-02-01-02-02-04.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-04-02-01-01-04.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-03-02-01-03-04.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-02-01-03-02-04.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-01-01-03-02-04.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-01-01-02-02-04.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-02-01-01-02-04.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-01-01-01-01-04.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-01-01-01-03-04.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-04-02-02-01-04.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-04-02-01-03-04.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-03-02-01-02-04.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-02-01-02-03-04.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-01-01-03-03-04.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-01-01-02-01-04.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-01-01-01-02-04.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-05-01-01-02-04.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-04-02-03-03-04.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-04-02-02-03-04.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-05-01-01-01-04.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-05-01-03-03-04.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-04-02-03-01-04.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-04-02-02-02-04.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-05-01-03-01-04.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-05-01-02-03-04.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-05-01-03-02-04.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-05-01-01-03-04.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-05-01-02-01-04.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-04-02-03-02-04.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 04/03-01-05-01-02-02-04.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-03-02-03-02-17.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-01-01-02-01-17.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-02-01-03-03-17.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-01-01-01-02-17.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-02-01-03-01-17.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-02-01-02-02-17.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-01-01-03-03-17.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-03-02-01-01-17.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-04-02-01-01-17.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-02-01-02-01-17.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-03-02-01-02-17.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-01-01-03-02-17.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-02-01-01-03-17.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-01-01-01-01-17.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-03-02-03-01-17.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-03-02-03-03-17.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-03-02-02-03-17.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-01-01-03-01-17.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-03-02-02-01-17.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-02-01-02-03-17.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-02-01-01-02-17.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-01-01-02-03-17.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-02-01-01-01-17.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-02-01-03-02-17.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-03-02-01-03-17.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-01-01-01-03-17.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-01-01-02-02-17.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-03-02-02-02-17.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-04-02-01-03-17.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-04-02-02-01-17.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-05-01-01-02-17.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-04-02-02-02-17.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-04-02-03-03-17.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-04-02-01-02-17.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-05-01-02-01-17.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-04-02-02-03-17.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-04-02-03-01-17.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-05-01-01-01-17.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-05-01-01-03-17.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-04-02-03-02-17.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-05-01-02-02-17.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-05-01-02-03-17.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-05-01-03-02-17.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-05-01-03-01-17.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 17/03-01-05-01-03-03-17.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 34/03-01-04-02-01-03-34.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 34/03-01-03-02-01-03-34.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 34/03-01-04-02-02-02-34.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 34/03-01-02-01-01-03-34.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 34/03-01-04-02-02-01-34.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 34/03-01-03-02-01-01-34.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 34/03-01-01-01-03-01-34.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 34/03-01-02-01-03-03-34.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 34/03-01-02-01-03-01-34.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 34/03-01-01-01-03-02-34.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 34/03-01-01-01-01-03-34.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 34/03-01-04-02-01-01-34.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 34/03-01-01-01-01-01-34.wav
